Format,State,"Air Carrier","Flight Type","Stage Type",Year,Months,"Passengers Carried","Passenger-KM performed (1000s)","Seat-KM available (1000s)","Passenger load factor"
BELGIUM,"SN BRUSSELS AIRLINES","Scheduled flight","International flights",2017,11,8301336,14034813,17826402,0.787
BELGIUM,"THOMAS COOK AIRLINES BELGIUM","Scheduled flight","International flights",2017,9,610287,1453640,1657300,0.877
GERMANY,CONDOR,"Scheduled flight","International flights",2017,11,7140274,26476370,29665343,0.893
GERMANY,LUFTHANSA,"Scheduled flight","International flights",2017,11,44902431,137036813,166670930,0.822
GERMANY,LUFTHANSA,"Scheduled flight","Domestic flights",2017,11,11367809,4629295,6479500,0.714
BAHRAIN,"DHL INTERNATIONAL","Scheduled flight","International flights",2017,1,0,0,0,0
BAHRAIN,"GULF AIR","Scheduled flight","International flights",2017,1,454582,843762,1137007,0.742
CAMBODIA,"CAMBODIA ANGKOR AIR","Scheduled flight","International flights",2017,7,401387,427740,955538,0.448
CAMBODIA,"CAMBODIA ANGKOR AIR","Scheduled flight","Domestic flights",2017,7,143474,31620,56136,0.563
CAMBODIA,"SKYWINGS ASIA AIRLINES","Scheduled flight","International flights",2017,7,204434,501475,555539,0.903
"EL SALVADOR",TACA,"Scheduled flight","International flights",2017,10,2227279,4110375,4964915,0.828
